gdp,population,energy_production,energy_consumption,co2_emission,per_capita_production,energy_intensity_by_gdp,balance,eficiency,energy_dependecy,use_intensity_pc,co2_pc,energy_type,year,country
-0.4643694512585894,-0.49720468383296784,-0.7629284962580845,-0.7967668799304429,-1.0892747387870434,0.007171559798258953,0.09248746646617724,-0.09314679687618124,-1.094162764197154,-0.27981250760135545,-0.12578792108919373,-0.6096007223101108,0,1980-01-01,Venezuela
-0.4643694512585894,-0.49720468383296784,1.371883647024962,0.19366619511516628,-1.0892747387870434,0.007171559798258953,0.09248746646617724,1.4156717573728563,-1.094162764197154,0.15480664485633344,-0.12578792108919373,-0.6096007223101108,3,1980-01-01,Venezuela
-0.4643694512585894,-0.49720468383296784,-0.05793752092832914,-0.020842837181000853,-1.0892747387870434,0.007171559798258953,0.09248746646617724,-0.09139933432514646,-1.094162764197154,-0.05755002646965794,-0.12578792108919373,-0.6096007223101108,2,1980-01-01,Venezuela
-0.4643694512585894,-0.49720468383296784,-1.1130443862073947,-1.2039515935550942,-1.0892747387870434,0.007171559798258953,0.09248746646617724,-0.09139933432514646,-1.094162764197154,-0.5124534709864981,-0.12578792108919373,-0.6096007223101108,4,1980-01-01,Venezuela
-0.4663624040371687,-0.4818894532823092,-0.750570084272208,-0.7828968197870443,-1.0892747387870434,0.05267232808399158,0.20518495510172688,-0.09314679687618124,-1.094162764197154,-0.27981250760135545,-0.12578792108919373,-0.6096007223101108,0,1981-01-01,Venezuela
-0.4663624040371687,-0.4818894532823092,1.3543085131608383,0.2543930004069962,0.7591247957075262,0.05267232808399158,0.20518495510172688,1.329354776374478,0.1493515273141825,0.15480664485633344,-0.12578792108919373,0.649698742419969,3,1981-01-01,Venezuela
-0.4663624040371687,-0.4818894532823092,0.011595599648188418,0.055599788608299366,0.5614715021645265,0.05267232808399158,0.20518495510172688,-0.09139933432514646,0.6674152352814887,-0.05755002646965794,-0.12578792108919373,0.06298595290886472,2,1981-01-01,Venezuela
-0.4663624040371687,-0.4818894532823092,-1.1130443862073947,-1.2070040773629913,-0.7837373950661761,0.05267232808399158,0.20518495510172688,-0.09139933432514646,1.381133842738778,-0.5124534709864981,-0.12578792108919373,-0.6096007223101108,4,1981-01-01,Venezuela
-0.4778268710867857,-0.4667978128909196,-0.730232009013629,-0.7668875378480375,-1.0892747387870434,0.04403410869060255,0.25521510054238533,-0.09209834860047618,-1.094162764197154,-0.27981250760135545,-0.12578792108919373,-0.6096007223101108,0,1982-01-01,Venezuela
-0.4778268710867857,-0.4667978128909196,1.3019642234288125,0.2433108959746631,0.7890446788911324,0.04403410869060255,0.25521510054238533,1.166184347889881,0.21957745342013035,0.15480664485633344,-0.12578792108919373,0.649698742419969,3,1982-01-01,Venezuela
-0.4778268710867857,-0.4667978128909196,0.04603772592976994,0.09337306737612683,0.599122055713571,0.04403410869060255,0.25521510054238533,-0.09139933432514646,0.6856470605753809,0.15480664485633344,-0.12578792108919373,0.06298595290886472,2,1982-01-01,Venezuela
-0.4778268710867857,-0.4667978128909196,-1.110377633851676,-1.2070040773629913,-0.7973283736389867,0.04403410869060255,0.25521510054238533,-0.09139933432514646,1.354900071208832,-0.5124534709864981,-0.12578792108919373,-0.6096007223101108,4,1982-01-01,Venezuela
-0.4897067591405717,-0.4518729753286819,-0.6768828916516182,-0.7046457241091885,-1.0892747387870434,-0.003435339622792898,0.24199912403148163,-0.09279732385592795,-1.094162764197154,-0.27981250760135545,-0.12578792108919373,-0.6096007223101108,0,1983-01-01,Venezuela
-0.4897067591405717,-0.4518729753286819,1.2743104104833043,0.19170227435293974,0.7831779487628725,-0.003435339622792898,0.24199912403148163,1.1071582327792728,0.23261183039368438,0.15480664485633344,-0.12578792108919373,0.649698742419969,3,1983-01-01,Venezuela
-0.4897067591405717,-0.4518729753286819,0.016740457267595182,0.06124613028360224,0.616810594380068,-0.003435339622792898,0.24199912403148163,-0.09139933432514646,0.7157206516179425,0.15480664485633344,-0.12578792108919373,0.06298595290886472,2,1983-01-01,Venezuela
-0.4897067591405717,-0.4518729753286819,-1.1130443862073947,-1.2039515935550942,-0.9088658105782147,-0.003435339622792898,0.24199912403148163,-0.09139933432514646,1.2799228333664778,-0.5124534709864981,-0.12578792108919373,-0.6096007223101108,4,1983-01-01,Venezuela
-0.475931700558852,-0.43703694218231254,-0.6576817076201823,-0.6809503752868803,-1.0892747387870434,-0.019419352528570234,0.216437147643984,-0.09279732385592795,-1.094162764197154,-0.27981250760135545,-0.12578792108919373,-0.6096007223101108,0,1984-01-01,Venezuela
-0.475931700558852,-0.43703694218231254,1.270719647400711,0.15050569503045255,0.7585954900331996,-0.019419352528570234,0.216437147643984,1.1118926542058158,0.208923408282487,0.15480664485633344,-0.12578792108919373,0.36634610008164237,3,1984-01-01,Venezuela
-0.475931700558852,-0.43703694218231254,0.057896652307826146,0.10636471357783776,0.6017084273711386,-0.019419352528570234,0.216437147643984,-0.09139933432514646,0.6823801289510878,0.15480664485633344,-0.12578792108919373,0.06298595290886472,2,1984-01-01,Venezuela
-0.475931700558852,-0.43703694218231254,-1.110377633851676,-1.2039515935550942,-0.8283844406349555,-0.019419352528570234,0.216437147643984,-0.09139933432514646,1.3161624469963447,-0.5124534709864981,-0.12578792108919373,-0.6096007223101108,4,1984-01-01,Venezuela
-0.47487438981112273,-0.4222509738501906,-0.6109347596538564,-0.6245048952346663,-1.0892747387870434,-0.020399189700953467,0.247336467706615,-0.09349626017140254,-1.094162764197154,-0.27981250760135545,-0.12578792108919373,-0.6096007223101108,0,1985-01-01,Venezuela
-0.47487438981112273,-0.4222509738501906,1.2323616521376446,0.15664823655584317,0.7388682224706712,-0.020399189700953467,0.247336467706615,1.0103734011483758,0.214013559726513,0.15480664485633344,-0.12578792108919373,0.36634610008164237,3,1985-01-01,Venezuela
-0.47487438981112273,-0.4222509738501906,0.06669216270640976,0.11599558669905989,0.6229148543433198,-0.020399189700953467,0.247336467706615,-0.09139933432514646,0.6974786454884531,0.15480664485633344,-0.12578792108919373,0.06298595290886472,2,1985-01-01,Venezuela
-0.47487438981112273,-0.4222509738501906,-1.110377633851676,-1.2039515935550942,-0.8243914056099807,-0.020399189700953467,0.247336467706615,-0.09139933432514646,1.3061300583028284,-0.5124534709864981,-0.12578792108919373,-0.6096007223101108,4,1985-01-01,Venezuela
